english,malayalam
(iv) I agree for the use of stored blood/ cells and other biological samples of my child to be used for further studies. I understand that this may not be helpful in the treatment of my child but may be helpful to patients in the future. [ ],"(iv) എന്റെ കുട്ടിയുടെ സംഭരിച്ച രക്തം / കോശങ്ങൾ, മറ്റ് ജൈവ സാമ്പിളുകൾ എന്നിവ കൂടുതൽ പഠനത്തിനായി ഉപയോഗിക്കാൻ ഞാൻ സമ്മതിക്കുന്നു. ഇത് എന്റെ കുട്ടിയുടെ ചികിത്സയ്ക്ക് സഹായകരമാകില്ലെന്നും പക്ഷെ ഭാവിയിൽ രോഗികൾക്ക് സഹായകരമായേക്കും എന്ന് ഞാൻ മനസ്സിലാക്കുന്നു."
"4. Stopped working because of present illness. Rate 4 if patient engages in no activities except routine chores, or if patient fails to perform routine chores unassisted.",4. ഇപ്പോഴത്തെ അസുഖം കാരണം ജോലി നിർത്തി. രോഗി പതിവ് ജോലികൾ ഒഴികെയുള്ള പ്രവർത്തനങ്ങളിൽ ഏർപ്പെടുന്നില്ലെങ്കിലോ അല്ലെങ്കിൽ സഹായമില്ലാതെ പതിവ് ജോലികൾ ചെയ്യാൻ രോഗി പരാജയപ്പെടുകയോ ചെയ്താൽ 4 ആയി റേറ്റ് ചെയ്യുക.
"I understand that cell lines or discoveries made using them may be valuable, but that I will not get any financial gain, research result, health benefit or any other immediate benefit from this.","സെൽ ലൈനുകളോ അവ ഉപയോഗിച്ച് നടത്തിയ കണ്ടെത്തലുകളോ വിലപ്പെട്ടതായിരിക്കാം, എന്നാൽ എനിക്ക് സാമ്പത്തിക നേട്ടമോ ഗവേഷണ ഫലമോ ആരോഗ്യ ആനുകൂല്യമോ മറ്റ് പെട്ടെന്നുള്ള നേട്ടമോ ഇതിൽ നിന്ന് ലഭിക്കില്ലെന്ന് ഞാൻ മനസ്സിലാക്കുന്നു."
"As a participant, you may benefit from increased knowledge and understanding of the epidural analgesia procedure through the video demonstration. Additionally, your participation will contribute to the advancement of medical knowledge and potentially improve the experience of future patients undergoing similar procedures.","ഇതിൽ പങ്കെടുക്കുന്ന ഒരാൾ എന്ന നിലയിൽ, വീഡിയോ പ്രദർശനത്തിലൂടെ എപ്പിഡ്യൂറൽ അനസ്‌തേഷ്യയുടെ നടപടിക്രമത്തെക്കുറിച്ചു കൂടുതൽ അറിവും ധാരണയും നിങ്ങൾക്ക് ലഭിക്കും. കൂടാതെ, നിങ്ങളുടെ പങ്കാളിത്തം മെഡിക്കൽ വിജ്ഞാനത്തിന്റെ പുരോഗതിക്ക് സംഭാവന നൽകുകയും ഭാവിയിൽ സമാനമായ നടപടിക്രമങ്ങൾക്ക് വിധേയമാകുന്ന രോഗികളുടെ അനുഭവം മെച്ചപ്പെടുത്തുകയും ചെയ്യും."
"You will not have to pay for any treatment procedure related to the trial. Surgery cost, hospital stay and all the expenses related to isolation, culture & characterization along with the laboratory costs would be borne by the investigators. But, you will have to pay for any additional investigation performed related to your disease and that investigation is not required for the study.","പരീക്ഷണവുമായി ബന്ധപ്പെട്ട ഒരു ചികിത്സാ നടപടിക്രമത്തിനും നിങ്ങൾ പണം നൽകേണ്ടതില്ല. ശസ്ത്രക്രിയാ ചെലവ്, ആശുപത്രി താമസം, ഒറ്റപ്പെടൽ, സംസ്കാര സ്വഭാവ രീതികള്‍ എന്നിവയുമായി ബന്ധപ്പെട്ട എല്ലാ ചെലവുകളും ലബോറട്ടറി ചെലവുകളും അന്വേഷണ ഉദ്യോഗസ്ഥർ വഹിക്കും. പക്ഷേ, നിങ്ങളുടെ രോഗവുമായി ബന്ധപ്പെട്ട് ഏതെങ്കിലും അധിക അന്വേഷണം ആവശ്യമായി വരികയും അത് പഠനത്തിന് ആവശ്യമില്ലാത്തതുമായ സാഹചര്യത്തില്‍ അത്തരം അന്വേഷണത്തിന് നിങ്ങൾ പണം നൽകേണ്ടിവരും."
"[ A witness statement should be included if it is possible that the donor or their representative is illiterate, blind or may be able to indicate his or her consent but be unable to sign – but is not mentally incapacitated. The witness should ideally be chosen by the donor and not linked to the research team. ]","[ ഡോണര്‍ അല്ലെങ്കില്‍ അവരുടെ പ്രതിനിധി മാനസിക വൈകല്യം ഇല്ലാത്ത നിരക്ഷരനോ അന്ധനോ ആണെങ്കിൽ ഒരു സാക്ഷി മൊഴിയിലൂടെ അവന്റെ അല്ലെങ്കിൽ അവളുടെ സമ്മതം സൂചിപ്പിക്കാൻ കഴിയുകയും എന്നാൽ ഒപ്പിടാൻ കഴിയുകയില്ല. സാക്ഷിയെ ഡോണര്‍ തിരഞ്ഞെടുക്കണം, റിസേര്‍ച്ച് ടീമുമായി ബന്ധപ്പെടരുത്. ]"
"Drawing blood involves a small puncture in your skin. Risks associated with this procedure are minimal, but blood drawing may cause bruising, pain, or infection at the site. Rarely, inflammation or irritation of the vein may occur. If you have any questions about any of the possible risks, you should talk to your study doctor or your regular doctor.","രക്തം വലിച്ചെടുക്കുന്നതിന് ചർമ്മത്തിൽ ഒരു ചെറിയ ദ്വാരം ഉണ്ടാക്കപ്പെടുന്നു. ഈ പ്രക്രിയയുമായി ബന്ധപ്പെട്ട അപകടസാധ്യതകൾ വളരെ കുറവാണ്, പക്ഷേ രക്തം വലിച്ചെടുക്കുന്ന ഇടത്ത് ചതവ്, വേദന അല്ലെങ്കിൽ അണുബാധ എന്നിവക്ക് കാരണമായേക്കാം. അപൂർവ്വമായി, സിരയുടെ വീക്കം അല്ലെങ്കിൽ പ്രകോപനം ഉണ്ടാകാം. സാധ്യമായ ഏതെങ്കിലും അപകടസാധ്യതകളെക്കുറിച്ച് നിങ്ങൾക്ക് എന്തെങ്കിലും ചോദ്യങ്ങളുണ്ടെങ്കിൽ, നിങ്ങളുടെ പഠന ഡോക്ടറുമായോ അല്ലെങ്കിൽ നിങ്ങളുടെ സ്ഥിരം ഡോക്ടറുമായോ സംസാരിക്കാവുന്നതാണ്‌."
"This study does not aim to change the current practice in the treatment of RPS patients but to create a platform of high quality prospectively collected data for outcome comparison and future studies. In particular, enrolling in the present study will not affect or influence your current treatment.","ആർപിഎസ് രോഗികളുടെ ചികിത്സയിൽ നിലവിലുള്ള രീതി മാറ്റാൻ ഈ പഠനം ലക്ഷ്യമിട്ടിട്ടില്ല. എന്നാല്‍ ഭാവിയിലെ പഠനത്തിന് താരതമ്യം നടത്തുന്നതിന് ഉയര്‍ന്ന നിലവാരമുള്ള ഡാറ്റ നിര്‍മ്മിക്കുന്നതിനാണ് ഇത്. ഒരു പ്രത്യേകിച്ച്, ഇപ്പോഴത്തെ പഠനത്തിൽ എൻറോൾ ചെയ്യുന്നത് നിങ്ങളുടെ നിലവിലെ ചികിത്സയെ ബാധിക്കുകയോ സ്വാധീനിക്കുകയോ ചെയ്യുകയില്ല."
"For the epidural procedure, you will be asked to sit on the table with your legs on the side, resting on a stool. This positioning is designed to distribute your weight evenly and reduce strain on the lower back. It is essential to make yourself comfortable, as this position facilitates corrections during the epidural process. Arching your back is encouraged, and you may be given a pillow to hold your head down, aiding in increased arching. One person will hold you from the front to make you comfortable, this action opens up the spaces between the vertebrae, facilitating the insertion of the epidural needle. Mild sedation will be given so that you will feel a bit sleepy.","എപ്പിഡ്യൂറൽ നടപടിക്രമത്തിനായി നിങ്ങളോട്, ഒരു സ്റ്റൂളിൽ ഇരുന്ന് കാലുകൾ താഴേക്ക് തൂക്കിയിടാൻ നിങ്ങളോട് ആവശ്യപ്പെടും. നിങ്ങളുടെ ഭാരം തുല്യമായി വിതരണം ചെയ്യുന്നതിനും താഴത്തെ ഇടുപ്പ്വശത്ത് പേശീ വലിവ് കുറയ്ക്കുന്നതിനുമാണ് ഈ പൊസിഷനിംഗ് രൂപകൽപ്പന ചെയ്തിരിക്കുന്നത്. എപ്പിഡ്യൂറൽ പ്രക്രിയയിൽ ഈ പൊസിഷൻ മാറ്റേണ്ടി വരുന്നത് സുഗമമാക്കുന്നതിന് നിങ്ങൾ നിങ്ങൾക്ക്സുഖകരമായ രീതിയിൽ ഇരിക്കേണ്ടതാണ്. നിങ്ങളോട് പുറകിലേക്ക് വളയാൻ പറയുന്നു, നിങ്ങളുടെ തല വച്ച് കിടക്കാൻ നിങ്ങൾക്ക് ഒരു തലയിണ നൽകും, ഇത് നല്ല പോലെ വളയുന്നതിനു സഹായിക്കുന്നു. നിങ്ങൾക്ക് അസൗകര്യം ഉണ്ടാകാതിരിക്കാൻ ഒരാൾ നിങ്ങളെ മുന്നിൽ നിന്ന് പിടിക്കും, ഈ പ്രവർത്തനം കശേരുക്കൾക്കിടയിലുള്ള കൂടുതൽ സ്ഥലം കിട്ടും, ഇത് എപ്പിഡ്യൂറൽ സൂചി കുത്തുന്നത് സുഗമമാക്കുന്നു. മയങ്ങുന്നതിനുള്ള മരുന്ന് നൽകും, അതിനാൽ നിങ്ങൾക്ക് അൽപ്പം ഉറക്കം വരും."
‐ may reduce the risk of worsening kidney function but may have no impact on pancreatitis;,"‐ വൃക്കകളുടെ പ്രവർത്തനം വഷളാകാനുള്ള സാധ്യത കുറയ്ക്കാം, പക്ഷേ പാൻക്രിയാറ്റിസിനെ ബാധിക്കില്ല;"
"Ans- We does not expect any injury to happen to you but if you do develop any side effects or problems due to the study, these will be treated at no cost to you. We are unable to provide any monetary compensation, however.","ഉത്തരം- നിങ്ങൾക്ക് എന്തെങ്കിലും പരിക്ക് സംഭവിക്കുമെന്ന് ഞങ്ങൾ പ്രതീക്ഷിക്കുന്നില്ല, പക്ഷേ പഠനം മൂലം എന്തെങ്കിലും പാർശ്വഫലങ്ങളോ പ്രശ്നങ്ങളോ ഉണ്ടായാൽ, ഇവ നിങ്ങൾക്ക് യാതൊരുവിധ ചിലവും കൂടാതെ ചികിത്സിക്കപ്പെടും. എന്നാല്‍, സാമ്പത്തികമായ ഒരു നഷ്ടപരിഹാരവും നൽകാൻ ഞങ്ങൾക്ക് കഴിയില്ല."
"I understand that my donation will be anonymized, but traceable and that full anonymity can not be guaranteed.","എന്റെ ഡൊണേഷന്‍ അജ്ഞാതമാക്കപ്പെടുമെന്നും, പക്ഷേ കണ്ടെത്താനാകുമെന്നും പൂർണ്ണമായ അജ്ഞാതത്വം ഉറപ്പുനൽകാൻ കഴിയില്ലെന്നും ഞാൻ മനസ്സിലാക്കുന്നു."
"Although steroids can increase the risk of getting new infections, we believe that there this risk is balanced with possible benefit and the fact that the dose used is quite small. Such small doses have been safely used in other infections like COVID-19 and septic shock. You will be watched carefully for any side effects of steroids and will be managed appropriately if you develop any. And if there is a definite indication for steroids, the patient’s assignment is revealed to the treating team and steroids may be continued or started. If any adverse effect of steroid is suspected, patient’s assignment is revealed, and treatment is modified accordingly. We will try to decrease the chances of any side effects occurring, but if something unexpected happens, compensation will be provided as per our trial insurance.","സ്റ്റിറോയിഡുകൾക്ക് പുതിയ അണുബാധകൾ ഉണ്ടാകാനുള്ള സാധ്യത വർദ്ധിപ്പിക്കാൻ കഴിയുമെങ്കിലും, ഈ അപകടസാധ്യത സാധ്യമായ നേട്ടവുമായി സന്തുലിതമാക്കപ്പെടുമെന്നും ഉപയോഗിക്കുന്ന ഡോസ് വളരെ ചെറുതാണെന്നും ഞങ്ങൾ വിശ്വസിക്കുന്നു. കോവിഡ്-19, സെപ്റ്റിക് ഷോക്ക് തുടങ്ങിയ മറ്റ് അണുബാധകളിൽ അത്തരം ചെറിയ ഡോസുകൾ സുരക്ഷിതമായി ഉപയോഗിച്ചിട്ടുണ്ട്. സ്റ്റിറോയിഡുകളുടെ ഏതെങ്കിലും പാർശ്വഫലങ്ങൾക്കായി നിങ്ങളെ ശ്രദ്ധാപൂർവ്വം നിരീക്ഷിക്കുകയും നിങ്ങൾക്ക് എന്തെങ്കിലും ഉണ്ടാവുകയാണെങ്കിൽ ഉചിതമായി കൈകാര്യം ചെയ്യുകയും ചെയ്യും. സ്റ്റിറോയിഡുകൾക്ക് കൃത്യമായ സൂചനയുണ്ടെങ്കിൽ, രോഗിയുടെ നിയമനം ചികിത്സിക്കുന്ന ടീമിന് വെളിപ്പെടുത്തുകയും സ്റ്റിറോയിഡുകൾ തുടരുകയോ ആരംഭിക്കുകയോ ചെയ്യാം. സ്റ്റിറോയിഡിന്റെ ഏതെങ്കിലും പ്രതികൂല പ്രഭാവം സംശയിക്കുന്നുവെങ്കിൽ, രോഗിയുടെ നിയമനം വെളിപ്പെടുത്തുകയും അതിനനുസരിച്ച് ചികിത്സ പരിഷ്ക്കരിക്കുകയും ചെയ്യുന്നു. ഏതെങ്കിലും പാർശ്വഫലങ്ങൾ സംഭവിക്കാനുള്ള സാധ്യത കുറയ്ക്കാൻ ഞങ്ങൾ ശ്രമിക്കും, എന്നാൽ അപ്രതീക്ഷിതമായ എന്തെങ്കിലും സംഭവിക്കുകയാണെങ്കിൽ, ഞങ്ങളുടെ ട്രയൽ ഇൻഷുറൻസ് അനുസരിച്ച് നഷ്ടപരിഹാരം നൽകും."
"The results of this study may be published in a medical journal but you will not be identified by name in any publication or presentation of results. However, your medical notes may be reviewed by people associated with the study, without your additional permission, should you decide to participate in this study.","ഈ പഠനത്തിന്റെ ഫലങ്ങൾ ഒരു മെഡിക്കൽ ജേണലിൽ പ്രസിദ്ധീകരിച്ചേക്കാം, എന്നാൽ ഏതെങ്കിലും പ്രസിദ്ധീകരണത്തിലോ ഫലങ്ങളുടെ അവതരണത്തിലോ നിങ്ങളെ പേരുകൊണ്ട് തിരിച്ചറിയാൻ കഴിയില്ല. എന്നിരുന്നാലും, ഈ പഠനത്തിൽ പങ്കെടുക്കാൻ നിങ്ങൾ തീരുമാനിക്കുകയാണെങ്കിൽ, നിങ്ങളുടെ അധിക അനുമതിയില്ലാതെ പഠനവുമായി ബന്ധപ്പെട്ട ആളുകൾ നിങ്ങളുടെ മെഡിക്കൽ കുറിപ്പുകൾ അവലോകനം ചെയ്‌തേക്കാം."
2. Waking during the night – any getting out of bed rates 2 (except for purposes of voiding).,2. രാത്രിയിൽ ഉണർന്നിരിക്കുക - കിടക്കയിൽ നിന്ന് എഴുന്നേൽക്കുന്നതിനുള്ള നിരക്ക് 2 (ഒന്നുമില്ലാതെ വെറുതെ ).
"[A witness statement should be included if it is possible that the donor or their representative is illiterate, blind or may be able to indicate his or her consent but be unable to sign – but is not mentally incapacitated. The witness should ideally be chosen by the donor and not linked to the research team.]","[ദാതാവോ അവരുടെ പ്രതിനിധിയോ നിരക്ഷരനോ അന്ധനോ അല്ലെങ്കിൽ അവന്റെ അല്ലെങ്കിൽ അവളുടെ സമ്മതം സൂചിപ്പിക്കാൻ കഴിയുമെങ്കിലും ഒപ്പിടാൻ കഴിയുന്നില്ലെങ്കിൽ സാക്ഷി മൊഴി ഉൾപ്പെടുത്തണം-പക്ഷേ മാനസികമായി കഴിവ് കുറഞ്ഞവര്‍ ആകരുത്. ദാതാവാണ് സാക്ഷിയെ തിരഞ്ഞെടുക്കേണ്ടത്, സാക്ഷി ഗവേഷണ സംഘവുമായി ബന്ധപ്പെട്ടവര്‍ ആകരുത്.]"
"Administration of pain medication in between the muscles of the back can cause local itching, nausea and vomiting, slow breathing rate, allergies. It can also cause partial pain relief and not complete(patchy). But the amount of drug given during this surgery is very safe and it should not produce the above mentioned side effects.","മുതുകിലെ പേശികൾക്കിടയിൽ വേദന മരുന്ന് നൽകുന്നത് ആ ഭാഗത്തെ ചൊറിച്ചിൽ, ഓക്കാനം, ഛർദ്ദി, മന്ദഗതിയിലുള്ള ശ്വസന നിരക്ക്, അലർജി എന്നിവയ്ക്ക് കാരണമാകാം. പൂർണ്ണമായി അല്ലാതെ, (അവിടവിടെ നിലനില്‍ക്കുന്ന) ഭാഗികമായി മാത്രമുള്ള വേദന ശമിപ്പിക്കലിനും ഇത് ഇടയാക്കിയേക്കാം. എന്നാൽ ഈ സർജറി സമയത്ത് നൽകുന്ന മരുന്നിന്‍റെ അളവ് വളരെ സുരക്ഷിതമാണ്, അത് മുകളിൽ സൂചിപ്പിച്ച പാർശ്വഫലങ്ങൾ ഉണ്ടാക്കാത്തതാണ്."
"The results of this study will be published in a medical journal but you will not be identified by name in any publication or presentation of results. However, your medical notes may be reviewed by people associated with the study, without your additional permission, should you decide to participate in this study.","ഈ പഠനത്തിന്റെ ഫലങ്ങൾ ഒരു മെഡിക്കൽ ജേണലിൽ പ്രസിദ്ധീകരിക്കും, പക്ഷേ ഏതെങ്കിലും പ്രസിദ്ധീകരണത്തിലോ ഫലങ്ങളുടെ അവതരണത്തിലോ നിങ്ങളുടെ പേര് തിരിച്ചറിയാൻ കഴിയില്ല. എന്നിരുന്നാലും, ഈ പഠനത്തിൽ പങ്കെടുക്കാൻ നിങ്ങൾ തീരുമാനിക്കുകയാണെങ്കിൽ, നിങ്ങളുടെ അധിക അനുമതിയില്ലാതെ, പഠനവുമായി ബന്ധപ്പെട്ട ആളുകൾ നിങ്ങളുടെ വൈദ്യപരിശോധനാ സംബന്ധമായ കുറിപ്പുകൾ അവലോകനം ചെയ്തേക്കാം."
"Our ability to cope with the demands upon us is key to our experience of stress. For example, starting a new job might be a wholly exciting experience if everything else in your life is stable and positive. But if you start a new job when you've just moved into a new house, or your partner is ill, or you're experiencing money problems, you might find it very hard to cope.","നമുക്കുമേലുള്ള ആവശ്യങ്ങളുമായി പൊരുത്തപ്പെടാനുള്ള നമ്മുടെ കഴിവ് നമ്മുടെ സ്ട്രെസ് (സമ്മർദ്ദം) അനുഭവിക്കുന്നതിന്റെ അളവുകോൽ ആണ്. ഉദാഹരണത്തിന്, നിങ്ങളുടെ ജീവിതത്തിലെ മറ്റെല്ലാം സുസ്ഥിരവും പോസിറ്റീവും ആണെങ്കിൽ ഒരു പുതിയ ജോലി ആരംഭിക്കുന്നത് തികച്ചും ആവേശകരമായ അനുഭവമായിരിക്കും. എന്നാൽ നിങ്ങൾ ഒരു പുതിയ വീട്ടിലേക്ക് താമസം മാറിയിരിക്കുമ്പോഴോ നിങ്ങളുടെ പങ്കാളിക്ക് അസുഖം വരുമ്പോഴോ അല്ലെങ്കിൽ നിങ്ങൾക്ക് സാമ്പത്തികമായി പ്രശ്‌നങ്ങൾ അനുഭവപ്പെടുമ്പോഴോ നിങ്ങൾ ഒരു പുതിയ ജോലി ആരംഭിക്കുകയാണെങ്കിൽ, അത് നേരിടാൻ നിങ്ങൾക്ക് വളരെ ബുദ്ധിമുട്ടായിരിക്കും."
"A “ cell line ”, sometimes referred to as “ immortalized ” will be developed from your blood sample. This “ cell line ” is a population of cells that are made to grow continuously in the laboratory or saved in a frozen state for later use. It can provide a long term source of cells for future research. Every cell line will bear a code ( but NOT your name ) that can trace its origin.","നിങ്ങളുടെ രക്ത സാമ്പിളിൽ നിന്ന് ചിലപ്പോൾ""ഇമ്മോർട്ടലൈസ്ഡ്"" എന്ന് വിളിക്കപ്പെടുന്ന ഒരു""സെൽ ലൈൻ"" വികസിപ്പിച്ചെടുക്കും. ഈ""സെൽ ലൈൻ"" എന്നത് ലബോറട്ടറിയിൽ തുടർച്ചയായി വളരുന്ന കോശങ്ങളുടെ ഒരു പോപ്പുലേഷനാണ്. അല്ലെങ്കിൽ പിന്നീടുള്ള ഉപയോഗത്തിനായി ശീതീകരിച്ച അവസ്ഥയിൽ സൂക്ഷിക്കുന്നു. ഭാവിയിലെ റിസേര്‍ച്ചിനായി കോശങ്ങളുടെ ദീർഘകാല ഉറവിടം നൽകാൻ ഇതിന് കഴിയും. ഓരോ സെൽ ലൈനിനും അതിന്റെ ഒറിജിൻ കണ്ടെത്താനാകുന്ന ഒരു കോഡ് (എന്നാൽ നിങ്ങളുടെ പേരല്ല) ഉണ്ടാകും."
1. Loss of appetite but eating without staff encouragement. Heavy feelings in abdomen.,1. വിശപ്പ് കുറവാണെങ്കിലും ജീവനക്കാരുടെ പ്രോത്സാഹനമില്ലാതെ ഭക്ഷണം കഴിക്കുക. അടിവയറ്റിൽ കനം
