english,malayalam
"Once the onions are translucent, add the marinated mutton with turmeric powder and saute for some time until all the spices are absorbed in the mutton for about 5-6 minutes.",ഉള്ളി നിറംമാറിക്കഴിയുമ്പോൾ കൂട്ടും മഞ്ഞൾപ്പൊടിയും തേച്ചുവച്ച ആട്ടിറച്ചി എല്ലാ കൂട്ടുകളും ഇറച്ചിയിൽ പിടിക്കുന്നതുവരെ അഞ്ചാറുമിനിട്ടുകൾ വഴറ്റുക.
"Hitopadesa is a book of worldly wisdom presented through the characters of birds, animals, and humans.","പക്ഷികള്‍, മൃഗങ്ങള്‍, മനുഷ്യര്‍ എന്നീ കഥാപാത്രങ്ങളിലൂടെ അവതരിക്കപ്പെടുന്ന ലൗകികവിവേകത്തിന്‍റെ ഒരു പുസ്തകമാണ് ഹിതോപദേശം."
The purpose of the book appears to encourage proficiency in Sanskrit expression and the knowledge of wise behaviour.,സംസ്കൃതപ്രയോഗങ്ങളില്‍ സാമര്‍ത്ഥ്യവും വിവേകപൂര്‍ണ്ണമായ പെരുമാറ്റത്തില്‍ അറിവും പ്രോത്സാഹിപ്പിക്കുകയാണ് പുസ്തകത്തിന്‍റെ ലക്‌ഷ്യം എന്ന് തോന്നുന്നു.
Professor Asitkumar Bandyopadhyay played a pioneering role in compiling the complete history of his hometown Howrah titled as Howrah Saharer Itibrrito (First and Second Volume) in 1994 & 1995.,"1994, 1995 എന്നീ വർഷങ്ങളിൽ, ഹൗറ സഹരേർ ഇതിബ്രിത്തോ (ഒന്ന്, രണ്ട് വാള്യങ്ങൾ) എന്ന ഗ്രന്ഥനാമത്തിൽ പ്രൊഫസർ അസീത് കുമാർ ബന്ദ്യോപധ്യായ് തൻ്റെ സ്വദേശമായ ഹൗറയുടെ സമ്പൂർണ്ണചരിത്രം സമാഹരിക്കുന്നതിൽ മാർഗ്ഗദർശകമായ പങ്കുവഹിച്ചു."
"The front of the caitya hall is dominated by the motif of a semi-circular caitya arch with an open front that has a wooden facade and, in some cases, there is no dominating caitya arch window.","ചൈത്യഹാളിൻ്റെ മുൻഭാഗത്ത്, അർദ്ധവൃത്താകൃതിയിലുള്ളതും തുറന്ന മുൻവശമുള്ളതും മരം കൊണ്ടുള്ള പുറംഭാഗമുള്ളതുമായ ഒരു ചൈത്യകമാനത്തിൻ്റെ അലങ്കാരമാതൃക ശ്രദ്ധയാകർഷിക്കുമെങ്കിലും ചിലപ്പോൾ അത്തരം കമാനാകൃതിയിലുള്ള ചൈത്രജാലകം ഉണ്ടാവുകയില്ല."
Generations of 'maharaj' and 'khansamas' (as expert chefs have traditionally been called in India) have perfected the recipes over centuries and these recipes have passed through oral tradition over thousands of years.,'മഹാരാജു'കളുടെയും 'ഖൻസാമ' (പരമ്പരാഗതമായി ഇന്ത്യയിൽ പാചകക്കാരെ അങ്ങനെയാണ് വിളിച്ചിരുന്നത്) കളുടെയും തലമുറകൾ ഈ പാചകവിധികൾ നൂറ്റാണ്ടുകൾ കഴിയേ കുറ്റമറ്റതാക്കുകയും ആയിരക്കണക്കിന് വർഷങ്ങളോളം ഈ പാചകവിധികൾ വാമൊഴിപാരമ്പര്യത്തിലൂടെ കൈമാറ്റം ചെയ്യപ്പെടുകയും ചെയ്തു.
"The preparation is traditionally done by a vasta waza, or head chef, with the assistance of a court of wazas, or chefs.",വാസമാരുടെ അതായത് പാചകവിദഗ്ധരുടെ ഒരു സംഘം സഹായിക്കുന്ന ഒരു വാസ്താ വാസ അഥവാ പ്രധാനപാചകക്കാരൻ ആണ് ഈ വിഭവം സാമ്പ്രദായികമായി തയ്യാറാക്കുന്നത്.
"Pav Bhaji: It is a fast food dish from Maharashtra, consisting of a thick vegetable curry (bhaji) usually prepared in butter and served with a soft bread roll (pav).",പാവ് ഭാജി : വെണ്ണയില്‍ തയ്യാറാക്കിയ പച്ചക്കറി കൊണ്ടുള്ള ഒരു കൊഴുത്ത കറി(ഭാജി)യും മൃദുവായ റൊട്ടിയും ചേര്‍ന്ന മഹാരാഷ്ട്രയിലെ ഒരു ഫാസ്റ്റ് ഫുഡ് വിഭവമാണിത്.
"The Kashmiri compositions of Lal Ded and Habba Khatoon are known for their mystical flavour and intense agony of expression, Mirabai's compositions in Rajasthani is known for unique devotional quality, Andal's mysticism in Tamil and Akka Mahadevi's vachanas in Kannnada are testimonies to the great contribution of women to the literature of the time.","ലാൽ ദേദിൻ്റെയും ഹബ്ബ ഖാതൂനിൻ്റെയും ആധ്യാത്മികഭാവത്തിനും പ്രകടിതമായ തീവ്രദുഃഖത്തിനും പേരുകേട്ട കശ്മീരീരചനകളും, സവിശേഷമായ ഭക്തിരസത്തിന് പേരുകേട്ട രാജസ്ഥാനിയിലുള്ള മീരാബായിയുടെ രചനകളും, തമിഴിലെ ആണ്ടാളുടെ ആധ്യാത്മികദർശനവും, കന്നഡയിലുള്ള അക്ക മഹാദേവിയുടെ വചനങ്ങളും ആ കാലത്തെ സാഹിത്യത്തിൽ സ്ത്രീകൾ നൽകിയ മഹത്തായ സംഭാവനക്കുള്ള സാക്ഷ്യപത്രങ്ങളാണ്."
"The Bagh Caves, consisting of Buddhist mural paintings, are located 97 km from the Dhar district of Madhya Pradesh.",ബൗദ്ധ ചുവര്‍ച്ചിത്രങ്ങളുള്ള ബാഘ് ഗുഹകള്‍ മധ്യപ്രദേശിലെ ധാര്‍ ജില്ലയില്‍നിന്ന് 97 കിലോമീറ്റര്‍ അകലെയാണ് സ്ഥിതിചെയ്യുന്നത്.
"The usual meaning of the word mula in Sanskrit literature is the root of a plant or tree, but figuratively, the foot or lowest part or bottom of anything.","സംസ്‌കൃതസാഹിത്യത്തിൽ മൂല എന്ന വാക്കിന് സാധാരണ ഒരു ചെടിയുടെയോ മരത്തിൻ്റെയോ വേര് എന്നാണ് അർത്ഥമെങ്കിലും ഏതൊരു വസ്തുവിൻ്റെയും പാദമെന്നോ, ഏറ്റവും താഴത്തെ ഭാഗമെന്നോ, അടിത്തട്ട് എന്നോ ആണ് ആലങ്കാരികമായ അർത്ഥം."
Indus Valley Civilisation is known for its technological knowledge in a variety of fields.,വിവിധ മേഖലകളിലെ സാങ്കേതികജ്ഞാനത്തിനു പേരുകേട്ടതാണ് സിന്ധുനദീതടസംസ്കാരം.
All the Kauravas die; only the five Pandava brothers and Krishna survive.,കൗരവരെല്ലാം മരിക്കുന്നു ; അഞ്ചു പാണ്ഡവസഹോദരന്മാരും കൃഷ്ണനും മാത്രം അതിജീവിക്കുന്നു.
The battle rages for eighteen days and ends with the defeat of the Kauravas.,ഘോരമായ യുദ്ധം പതിനെട്ടുനാള്‍ നീണ്ടുനില്‍ക്കുകയും കൗരവരുടെ പരാജയത്തില്‍ അവസാനിക്കുകയും ചെയ്യുന്നു.
"The central story of the Mahabharata is a conflict over succession to the throne of Hastinapura, a kingdom just north of modern Delhi that was the ancestral realm of a tribe most commonly known as the Bharatas.","ഭരതര്‍ എന്ന് പൊതുവെ വിളിക്കപ്പെട്ടിരുന്ന ഒരു ഗോത്രത്തിന്‍റെ പൈതൃകഭൂമിയായ, ആധുനികഡല്‍ഹിയുടെ തൊട്ടുവടക്കുള്ള രാജ്യമായ ഹസ്തിനപുരത്തിലെ സിംഹാസനാവകാശത്തെച്ചൊല്ലിയുള്ള സംഘര്‍ഷങ്ങളാണ് മഹാഭാരതത്തിന്‍റെ കേന്ദ്രാഖ്യാനം."
"The number of vegetarians exceeds the number of non-vegetarians in Karnataka; therefore, their cuisine mainly consists of vegetarian dishes.",കര്‍ണാടകത്തില്‍ സസ്യാഹാരികളുടെ എണ്ണം മാംസാഹാരികളുടെ എണ്ണത്തെക്കാള്‍ കൂടുതലാണ് ; അതിനാൽ അവരുടെ പാചകക്രമത്തില്‍ പ്രധാനമായും ഉള്ളത് സസ്യവിഭവങ്ങളാണ്.
"He is answered by Sanjaya, who relates what is happening on the battlefield.",സഞ്ജയന്‍ അദ്ദേഹത്തിനു മറുപടി നൽകുകയും യുദ്ധക്കളത്തില്‍ എന്താണ് സംഭവിക്കുന്നതെന്ന് വിവരിക്കുകയും ചെയ്യുന്നു.
The two epics found in Tamil are Cilapathikaram and Manimekalai.,തമിഴിൽ കണ്ടെത്തിയിട്ടുള്ള രണ്ട് മഹാകാവ്യങ്ങള്‍ ചിലപ്പതികാരവും മണിമേഖലയുമാണ്‌.
The use of chilli powder in this region is done cautiously.,ഈ പ്രദേശത്ത് മുളകുപൊടി സൂക്ഷിച്ചാണ് ഉപയോഗിക്കുന്നത്.
"The word Yoga is derived from the Sanskrit root Yuj, meaning to join or to yoke or to unite.","കൂട്ടിച്ചേര്‍ക്കുക, ഇണക്കുക, അല്ലെങ്കില്‍ ഒരുമിപ്പിക്കുക എന്നര്‍ത്ഥമുള്ള യുജ് എന്ന സംസ്കൃതധാതുവില്‍ നിന്ന് വ്യുല്‍പാദിപ്പിച്ചതാണ് യോഗശബ്ദം."
Today's Odissi has evolved from the endless sculptures in various motifs carved on the temple walls of Orissa.,ഒറീസയിലെ ക്ഷേത്രച്ചുവരുകളില്‍ കൊത്തിവച്ചിട്ടുള്ള എണ്ണമറ്റ ശില്‍പ്പങ്ങളിലെ വിവിധ അലങ്കാരമുദ്രകളില്‍നിന്നാണ് ഇന്നത്തെ ഒഡീസി രൂപം കൊണ്ടത്.
"Vasishtha now turned to the King and spoke gently: ""It ill becomes you, King, to refuse having promised once"".","അപ്പോൾ വസിഷ്ഠൻ രാജാവിനുനേരെ തിരിഞ് സൗമ്യമായി പറഞ്ഞു: ""ഒരിക്കൽ ചെയ്ത വാഗ്ദാനം നിരസിക്കുകയെന്നത് അങ്ങേയ്ക്ക് ചേർന്നതല്ല രാജാവേ"""
Only when he realizes the extent of Arjuna's despondency does Krishna change his attitude and start teaching the mysteries of dharmic action in this world.,അർജുനൻ്റെ വിഷാദത്തിൻ്റെ ആഴം തിരിച്ചറിയുമ്പോൾ മാത്രമാണ് കൃഷ്ണൻ തൻ്റെ മനോഭാവം മാറ്റുന്നതും ഈ ലോകത്തെ ധാർമ്മികപ്രവർത്തനങ്ങളുടെ രഹസ്യങ്ങൾ പഠിപ്പിക്കാൻ തുടങ്ങുന്നതും.
"As you add the rice flour into the container, in between, you may also add small quantities of grated coconut.",പാത്രത്തില്‍ നിങ്ങള്‍ അരിപ്പൊടി ഇടുന്നതിനിടയിൽ അല്‍പാല്‍പം ചിരകിയ തേങ്ങയും ചേര്‍ക്കാവുന്നതാണ്.
"You may begin by adding a spoonful of grated coconut into the cylindrical container, followed by the well-mixed rice flour.",വൃത്താകൃതിയിലുള്ള കുഴലിൽ ഒരു സ്പൂണ്‍ ചിരകിയ തേങ്ങ ചേര്‍ത്തതിനുശേഷം പുറകേ നന്നായി കലര്‍ത്തിയ അരിപ്പൊടി ഇട്ടുകൊണ്ട് തുടങ്ങാം.
Maharaja Ranjit Singh's endowment saw the construction of a beautiful and breathtaking Gurudwara featuring an imposing golden dome with intricate carving at Nanded around 1835 A.D.,നാന്ദേഡിൽ ഏതാണ്ട് 1835ല്‍ സങ്കീർണ്ണമായ കൊത്തുപണികളുള്ള ഗംഭീരസ്വര്‍ണമകുടത്തോടുകൂടിയ മനോഹരവും അതിവിസ്മയകരവുമായ ഒരു ഗുരുദ്വാരയുടെ നിർമ്മാണത്തിന് മഹാരാജാ രഞ്ജിത്ത് സിങ്ങിൻ്റെ സംഭാവന ഉപകരിച്ചു.
Samaveda is the compilation of these selected Ruchas set to Svaras keeping their proposed Chanda or rhythmic meters.,"നിര്‍ദ്ദിഷ്ടഛന്ദസ്സുകളില്‍, അതായത് താളബദ്ധമായ വൃത്തങ്ങളനുസരിച്ച് സ്വരപ്പെടുത്തിയ ഈ തിരഞ്ഞെടുത്ത രുചകളുടെ സമാഹാരമാണ് സാമവേദം."
"From Valmiki's description of the capital of Kosala, it is clear that ancient Ayodhya was not inferior to our modern cities.",കോസലത്തിന്‍റെ തലസ്ഥാനത്തെക്കുറിച്ചുള്ള വാല്മീകിയുടെ വിവരണത്തിൽനിന്ന് പുരാതന അയോദ്ധ്യ നമ്മുടെ ആധുനിക നഗരങ്ങളെക്കാൾ പുറകിലല്ലെന്ന് വ്യക്തമാകുന്നു.
"Having once said, 'I will do', you have no option but to do it.",ഞാൻ ചെയ്തുകൊള്ളാം' എന്ന് ഒരിക്കൽ പറഞ്ഞുകഴിഞ്ഞാൽ പിന്നെ നിങ്ങൾക്കത് ചെയ്യുകയല്ലാതെ പോംവഴിയില്ല.
"In recent days, there have been divergent views on the exchange rate of the rupee and the adequacy of our forex reserves.",ഈയടുത്ത ദിവസങ്ങളിലായി രൂപയുടെ വിനിമയ നിരക്കിലും നമ്മുടെ വിദേശ വിനിമയ കരുതൽ ധനത്തിൻ്റെ പര്യാപ്തതയിലും വ്യത്യസ്തങ്ങളായ അഭിപ്രായങ്ങളുണ്ടായിട്ടുണ്ട്.
"Banks shall report a credit card account as past due to credit information companies (CICs) or levy penal charges, viz. late payment charges, etc., if any, only when a credit card account remains past due for more than three days.",ഒരു ക്രെഡിറ്റ്കാര്‍ഡ് അക്കൗണ്ട് അവസാന തീയതിക്കു ശേഷവും മൂന്ന് ദിവസങ്ങള്‍ക്കു മുകളില്‍ അടയ്ക്കാതിരുന്നാലേ ബാങ്കുകള്‍ ഒരു ക്രെഡിറ്റ്കാര്‍ഡ് അക്കൗണ്ട് പാസ്റ്റ് ഡ്യൂ ആയതായി ക്രെഡിറ്റ് ഇന്‍ഫോര്‍മേഷന്‍ കമ്പനികള്‍ക്ക് (സി.ഐ.സി.) റിപ്പോര്‍ട്ട് ചെയ്യുകയോ പണമടയ്ക്കാന്‍ വൈകിയെങ്കില്‍ത്തന്നെ അടവുകൾ വൈകിയതിനുള്ള ചാർജ്ജായി പിഴ ഈടാക്കുകയോ ചെയ്യുകയുള്ളു.
Countries may encourage inward direct investment to improve their finances.,സാമ്പത്തികസ്ഥിതി മെച്ചപ്പെടുത്താനായി രാജ്യങ്ങൾ പ്രവാസികളുടെ നേരിട്ടുള്ള നിക്ഷേപം പ്രോത്സാഹിപ്പിച്ചേക്കാം.
"However, as an incentive for quick implementation of the package, if the approved package is implemented by the bank within 90 days from the date of receipt of the application by the bank, the asset classification status may be restored to the position which existed when the restructuring application was received by the bank.","എന്നിരുന്നാലും, അപേക്ഷ ബാങ്കിന് കിട്ടി 90 ദിവസങ്ങള്‍ക്കുള്ളില്‍ അംഗീകൃത പാക്കേജ് നടപ്പാക്കുകയാണെങ്കില്‍, പാക്കേജ് വേഗം നടപ്പിലാക്കുന്നതിനുള്ള പ്രോത്സാഹനം എന്ന നിലയില്‍, പുന:സംഘടനയ്ക്കുള്ള അപേക്ഷ ബാങ്കിന് കിട്ടുന്നതിനു മുന്‍പുള്ള നിലയിലേക്ക് ആസ്തിയുടെ വര്‍ഗ്ഗീകരണ നിലവാരം പുന:സ്ഥാപിക്കേണ്ടതാണ്."
"Do the dynamics of private capital accumulation inevitably lead to the concentration of wealth in fewer hands, or do the balancing forces of growth, competition, and technological progress reduce inequality?","സ്വകാര്യമൂലധനം കുമിഞ്ഞുകൂടുന്നതിന്‍റെ ബലതന്ത്രം അനിവാര്യമായും സമ്പത്ത് അല്‍പം ചില കൈകളില്‍ കേന്ദ്രീകരിക്കാന്‍ ഇടയാക്കുമോ അതോ വളര്‍ച്ച, മത്സരം, സാങ്കേതികവിദ്യാമുന്നേറ്റം എന്നീ സമീകരിക്കുന്ന ശക്തികള്‍ അസമത്വം കുറയ്ക്കുമോ?"
It intervenes in the market to curb excessive volatility and anchor expectations.,വിലയിലുള്ള അമിതമായ ഉയർച്ചതാഴ്ചകളെ പിടിച്ചുനിർത്താനും പ്രതീക്ഷകളെ പരിമിതപ്പെടുത്താനും അത് വിപണിയിൽ ഇടപെടുന്നു.
High-frequency data for Q2 indicates that economic activity remains resilient.,സാമ്പത്തിക പ്രവർത്തനം പ്രതിരോധശക്തിയോടെ തന്നെ തുടരുന്നു എന്നാണ് രണ്ടാം മാസത്രയത്തിൻ്റെ ഉയർന്ന ഫ്രീക്വൻസി ഡാറ്റ സൂചിപ്പിക്കുന്നത്.
"In macroeconomics, the subject is typically a nation and how all markets interact to generate big phenomena that economists call aggregate variables.","സ്ഥൂലസാമ്പത്തികശാസ്ത്രത്തിൽ വിഷയം സാമ്പത്തികവിദഗ്‌ദ്ധർ അഗ്രിഗേറ്റ് വേരിയബിളുകൾ എന്ന് വിളിക്കുന്ന, സാധാരണ ഒരു രാഷ്ട്രവും എല്ലാ വിപണികളും എങ്ങനെ പ്രതിപ്രവർത്തിക്കുകയും വലിയ പ്രതിഭാസമുണ്ടാക്കുകയും ചെയ്യുന്നു എന്നതാണ്."
Liquidity refers to the extent to which financial assets can be sold at close to full market value at short notice.,കുറഞ്ഞ സമയത്തിനുള്ളിൽ സാമ്പത്തിക ആസ്തികൾ എത്രത്തോളം വിപണനമൂല്യത്തിനടുത്തായി വിൽക്കാം എന്നതിനെയാണ് ലിക്വിഡിറ്റി സൂചിപ്പിക്കുന്നത്.
"Broadly, the policy of income recognition should be objective and based on the record of recovery, rather than on any subjective considerations.","വിശാലാർത്ഥത്തിൽ, വരുമാന നിർണ്ണയനയം വസ്തുനിഷ്ഠവും ആത്മനിഷ്ഠമായ പരിഗണനകൾക്കുപകരം വീണ്ടെടുപ്പുരേഖകളെ അടിസ്ഥാനപ്പെടുത്തുന്നതുമായിരിക്കണം."
"Therefore, such amounts of interest do not become overdue and hence NPA, with reference to the date of debit of interest.",അതുമൂലം അത്തരം പലിശത്തുകകളിൽ കുടിശ്ശിക വരാതിരിക്കുകയും അതിനാൽ പലിശ ഈടാക്കുന്ന ദിവസത്തെ അപേക്ഷിച്ച് എൻ. പി. എ ആവാതിരിക്കുകയും ചെയ്യുന്നു.
"The possibility of linking India's payment systems to other jurisdictions, including the ongoing initiative of interlinking India's fast payment system - UPI - with similar systems in other jurisdictions, will enhance cross-border payment arrangements, including remittances.",ഇന്ത്യയിലെ പെട്ടെന്നു പണമടയ്ക്കാനാവുന്ന നിലവിലുള്ള യൂ.പി.ഐ. സമ്പ്രദായം അതുപോലെയുള്ള മറ്റ് അധികാരപരിധികളിലേക്ക് പണമടക്കുന്ന സമ്പ്രദായങ്ങളുമായി ബന്ധിപ്പിക്കാനുള്ള ഇപ്പോള്‍ നടന്നുവരുന്ന ഉദ്യമങ്ങള്‍ ഉള്‍പ്പെടെ ഇന്ത്യയിലെ പണമടയ്ക്കല്‍ സമ്പ്രദായങ്ങളെ മറ്റ് അധികാരപരിധികളിലേക്കും ബന്ധിപ്പിക്കുന്നതിനുള്ള സാദ്ധ്യത അടവുകൾ ഉള്‍പ്പടെയുള്ള അതിര്‍ത്തി കടന്നുള്ള പണമടയ്ക്കല്‍ സംവിധാനങ്ങളെ മെച്ചപ്പെടുത്തും.
Liquefied Natural Gas (LNG) is assuming greater importance in the energy segment as it is used to operate Power Plants and Industrial (fertilizer) Plants.,വ്യവസായ (രാസവളം) ശാലകളും വിദ്യുച്ഛക്തി നിലയങ്ങളും പ്രവർത്തിപ്പിക്കാൻ ഉപയോഗിക്കപ്പെടുന്നതിനാൽ ദ്രവീകൃത പ്രകൃതി വാതകം (എൽ. എൻ. ജി) ഊർജ്ജമേഖലയിൽ വലിയ പ്രാധാന്യം കൈവരിച്ചുകൊണ്ടിരിക്കുകയാണ്.
"However, while marketplaces allow you to grow sales, they do not enable you to grow a sustainable business and create your own marketable brand.","എന്നാൽ, വിപണനകേന്ദ്രങ്ങൾ വില്പന വർദ്ധിപ്പിക്കാൻ നിങ്ങളെ അനുവദിക്കുമെങ്കിലും ഒരു സുസ്ഥിരമായ ബിസിനസ്സ് വളർത്താനും വിപണനത്തിനുതകുന്ന നിങ്ങളുടേതായ ഒരു സ്വന്തം ബ്രാൻഡ് സൃഷ്ടിക്കാനും അവ നിങ്ങളെ പ്രാപ്തരാക്കുകയില്ല."
Payment Aggregators (PAs) play an important role in the payments ecosystem and hence were brought under regulations in March 2020 and designated as Payment System Operators (PSOs).,പേയ്മെൻ്റ് അഗ്രഗേറ്ററുകൾ (പി. എ.കൾ ) തിരിച്ചടവുകളുടെ അന്തരീക്ഷം രൂപപ്പെടുത്തുന്നതിൽ ഒരു സുപ്രധാന പങ്ക് വഹിക്കുന്നതിനാൽ 2020 മാർച്ചിൽ അവ നിയന്ത്രണങ്ങൾക്ക് കീഴിൽ കൊണ്ടുവരികയും പേയ്മെൻ്റ് സിസ്റ്റം ഓപ്പറേറ്റർസ് (പി. എസ്. ഒ.കൾ) എന്ന വകുപ്പിൽപ്പെടുത്തുകയും ചെയ്തു.
"The current regulations are, however, applicable to Payment Aggregators processing online or e-commerce transactions.","എന്നാൽ, ഓൺലൈൻ ഇടപാടുകളോ ഇ-കൊമേഴ്‌സ് ഇടപാടുകളോ നടത്തിക്കൊടുക്കുന്ന പേയ്മെൻ്റ് അഗ്രഗേറ്ററുകൾക്ക് നിലവിലെ നിബന്ധനകൾ ബാധകമാണ്."
"Ricardo's insight was that such a country would still benefit from trading according to its comparative advantage, exporting products in which its absolute advantage was greatest, and importing products in which its absolute advantage was comparatively less (even if still positive).","തങ്ങളുടെ യഥാർത്ഥമേൽക്കൈ ഏറ്റവും പ്രയോജനകരമാവുന്ന നിലയിൽ ഉത്പന്നങ്ങൾ കയറ്റുമതി ചെയ്യുക, യഥാർത്ഥ മേൽക്കൈ താരതമ്യേന കുറവായവിധം (എങ്കിലും അപ്പോഴും ഗുണകരമായവിധത്തിൽ) ഉത്പന്നങ്ങൾ ഇറക്കുമതി ചെയ്യുക എന്നിങ്ങനെ താരതമ്യേന തങ്ങൾക്കുള്ള മേൽക്കൈയനുസരിച്ച് വ്യാപാരം നടത്തുന്നതിൽനിന്നും അത്തരമൊരു രാജ്യത്തിന് അപ്പോഴും മെച്ചമുണ്ടാകും എന്നതായിരുന്നു റിക്കാർഡോയുടെ ഉള്‍ക്കാഴ്‌ച."
"Bank credit grew at an accelerated pace of 16.2 percent y-o-y as on September 9, 2022, as against 6.7 percent a year ago.","ഒരു വർഷം മുമ്പത്തെ 6.7 ശതമാനത്തിനെതിരെ, വർഷങ്ങൾ തമ്മിൽ താരതമ്യം ചെയ്യുമ്പോൾ, 2022 സെപ്തംബർ 9 തിലെ കണക്കനുസരിച്ച് 16.2 ശതമാനത്തിലേക്ക് അധികവേഗതയിൽ ബാങ്ക് ക്രെഡിറ്റ് വളർന്നു."
"Loans for pre-harvest and post-harvest activities cover spraying, weeding, harvesting, sorting, grading and transporting of their own farm produce.","വിളവെടുപ്പിനുമുമ്പും വിളവെടുപ്പിനുശേഷവുമുള്ള പ്രവർത്തനങ്ങൾക്കുള്ള വായ്പകൾ സ്വന്തം കാർഷികവിളകളുടെ തളിക്കൽ, കളപറിക്കൽ, വിളവെടുപ്പ്, തരംതിരിക്കൽ, ഗ്രേഡ് ചെയ്യൽ, കടത്തിക്കൊണ്ടുപോകൽ എന്നിവയ്ക്കുള്ളതാണ്."
